CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0255/2022,31.206.030123.2022,20/12/2022,20/12/2023,12,CAGEPA - 31.0601,11.757.800/0001-78 - ANDREA GONÇALVES PEREIRA VILAR (BOLANDEIR@RTFILMS – PRODUÇÕES E EVENTOS),PATROCÍNIOS,"160.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2022,,15/12/2022,14/12/2027,60,SEAD - 19.0001,07.894.206/0001-51 - EMTOQUE - ESCOLA DE MÚSICA ,OUTRAS CESSÕES E CONCESSÕES,,4.316 CONTRATOS,"7.765.015.650,79"
0014/2022,23.901.000052.2022,16/12/2022,16/12/2023,12,FUNESBOM - 57.0001 ,07.797.967/0001-95 - NP TECNOLOGIA E GESTÃO DE DADOS LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"21.730,00",4.316 CONTRATOS,"7.765.015.650,79"
0018/2022,21.901.000066.2022,15/12/2022,15/12/2027,60,EMPREENDER - 77.0001,09.366.790/0001-06 -  EMPRESA PARAIBANA DE COMUNICAÇÃO S.A. - EPC,SERVIÇO ESPECIALIZADO,"180.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0043/2022,24.000.006469.2022,16/12/2022,31/12/2022,0,SEAP - 24.0001,35.104.506/0001-25 - MOURA DISTRIBUIDORA LTDA,MATERIAL DE EXPEDIENTE,"20.582,50",4.316 CONTRATOS,"7.765.015.650,79"
0049/2022,24.000.006733.2022,16/12/2022,31/12/2022,0,SEAP - 24.0001,47.504.653/0001-71 - CAFAYATE COMÉRCIAL LTDA,MATERIAL DE USO ESPECÍFICO,"29.575,00",4.316 CONTRATOS,"7.765.015.650,79"
0054/2022,38.000.000315.2022,16/12/2022,16/12/2023,12,PC - 38.0001,21.718.973/0001-30 - MULT AR SERVIÇO DE CLIMATIZAÇÃO E MANUTENÇÃO LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"45.122,00",4.316 CONTRATOS,"7.765.015.650,79"
0059/2022,15.000.000052.2022,18/12/2022,31/12/2022,0,PM/PB - 15.0001,07.400.977/0001-45 - PLANTEK SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"172.150,00",4.316 CONTRATOS,"7.765.015.650,79"
0066/2022,19.000.033320.2019,18/12/2022,17/09/2023,9,SEE - 22.0001,28.767.460/0001-69 - PLATIUM INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS EIRELI,AQUISIÇÃO DE BENS MÓVEIS,"2.146.956,00",4.316 CONTRATOS,"7.765.015.650,79"
0067/2022,19.000.033320.2019,18/12/2022,17/03/2023,3,SEE - 22.0001,06.983.736/0001-03 - LABOR INDÚSTRIA DE MÓVEIS PARA ESCRITÓRIO EIRELI,AQUISIÇÃO DE BENS MÓVEIS,"746.186,00",4.316 CONTRATOS,"7.765.015.650,79"
0148/2022,26.201.009028.2022,16/12/2022,15/12/2023,12,DETRAN - 26.0101,11.740.080/0001-38 - CENTRO DE FORMAÇÃO DE CONDUTORES SERTÃO LTDA,SERVIÇO ESPECIALIZADO,"38.011,30",4.316 CONTRATOS,"7.765.015.650,79"
0149/2022,26.201.010955.2022,16/12/2022,15/12/2023,12,DETRAN - 26.0101,14.082.023/0001-05 - CENTRO DE FORMAÇÃO DE CONDUTORES OPÇÃO,SERVIÇO ESPECIALIZADO,"98.406,43",4.316 CONTRATOS,"7.765.015.650,79"
0216/2022,25.215.000118.2022,19/12/2022,31/12/2022,0,HEETSHL - 25.1501,44.734.671/0001-51 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MEDICAMENTOS,"113.770,00",4.316 CONTRATOS,"7.765.015.650,79"
0218/2022,19.000.007988.2021,19/12/2022,31/12/2022,0,HEETSHL - 25.1501,14.425.382/0001-00 - MEDICAL LIFE COMÉRCIO EIRELI  ,MATERIAL MÉDICO-HOSPITALAR,"104.525,00",4.316 CONTRATOS,"7.765.015.650,79"
0219/2022,19.000.007988.2021,19/12/2022,31/12/2022,0,HEETSHL - 25.1501,34.813.172/0001-04 - A F R DISTRIBUIDORA DE PRODUTOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"21.306,60",4.316 CONTRATOS,"7.765.015.650,79"
0430/2022,25.000.002024.2022,19/12/2022,18/12/2023,12,SES - 25.0001,07.870.719/0001-22 - EXA ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"391.699,57",4.316 CONTRATOS,"7.765.015.650,79"
0431/2022,25.000.011610.2022,19/12/2022,17/06/2023,6,SES - 25.0001,10.543.201/0001-99 - KLINIC ASSISTÊNCIA TÉCNICA MÉDICA LTDA - EPP,SERVIÇO ESPECIALIZADO,"58.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0433/2022,25.000.003013.2022,19/12/2022,19/12/2023,12,SES - 25.0001,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO - EPC,SERVIÇO ESPECIALIZADO,"33.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0715/2022,19.000.002988.2021,19/12/2022,19/03/2023,3,SEDH - 27.0001,09.156.195/0001-38 - ALFAPRINT LOCAÇÕES EIRELI,MATERIAL PERMANENTE,"148.329,00",4.316 CONTRATOS,"7.765.015.650,79"
0793/2022,19.000.011888.2021,19/12/2022,31/12/2022,0,SEDH - 27.0001,16.667.433/0001-35 - VTA MACHADO DE ARRUDA E CIA LTDA,MATERIAL DE EXPEDIENTE,"27.290,00",4.316 CONTRATOS,"7.765.015.650,79"
0876/2022,27.000.006578.2022,16/12/2022,31/12/2022,0,SEDH - 27.0001,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO - EIRELI,SERVIÇO DE HOSPEDAGEM,"39.190,00",4.316 CONTRATOS,"7.765.015.650,79"
0014/2022,31.000.000640.2022,14/12/2022,14/01/2024,13,SEIRH - 31.0001,40.610.677/0001-66 - GEOTECHNIQUE – CONSULTORIA E ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO,"772.294,11",4.316 CONTRATOS,"7.765.015.650,79"
0017/2022,31.000.7852022.2022,14/12/2022,12/12/2023,12,SEIRH - 31.0001,09.913.177/0001-53 - CONCRETISA CONSTRUTORA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"7.799.465,09",4.316 CONTRATOS,"7.765.015.650,79"
0017/2022,,14/12/2022,14/12/2026,48,EMPREENDER - 77.0001,00.388.838/0001-02 - LOCAVEL LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"764.499,84",4.316 CONTRATOS,"7.765.015.650,79"
0030/2022,20.000.080475.2021,15/12/2022,14/12/2023,12,SEFAZ - 20.0001,10.774.803/0001-57 - CONTRATE SERVIÇOS LTDA-EPP,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"5.045.085,36",4.316 CONTRATOS,"7.765.015.650,79"
0031/2022,23.901.000072.2022,15/12/2022,15/12/2023,12,FUNESBOM - 57.0001 ,23.484.444/0001-45 - 3F LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"18.780,00",4.316 CONTRATOS,"7.765.015.650,79"
0034/2022,23.901.000109.2022,15/12/2022,31/12/2022,0,FUNESBOM - 57.0001 ,02.323.033/0001-06 - UNIDAS VEÍCULOS E SERVIÇOS LTDA,AQUISIÇÃO DE VEÍCULOS,"2.008.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0059/2022,19.000.010622.2021,15/12/2022,15/05/2023,5,SEE - 22.0001,"18.828.894/0003-30 - ELTEK DISTRIBUIDORA DE INFORMATICA E ELETRONICOS, IMPORTACAO E EXPORTACAO LTDA",AQUISIÇÃO DE BENS MÓVEIS,"69.290,00",4.316 CONTRATOS,"7.765.015.650,79"
0084/2022,31.205.007467.2022,14/12/2022,14/08/2023,8,SUDEMA - 34.0101,27.762.169/0001-35 - ENGENHARIA JASPE LTDA,SERVIÇO ESPECIALIZADO,"63.024,99",4.316 CONTRATOS,"7.765.015.650,79"
0085/2022,26.201.008934.2022,14/12/2022,13/12/2023,12,DETRAN - 26.0101,02.914.709/0001-28 - CENTRO DE FORMAÇÃO DE CONDUTORES ANDRADE LTDA,SERVIÇO ESPECIALIZADO,"75.324,52",4.316 CONTRATOS,"7.765.015.650,79"
0088/2022,19.000.002632.2022,15/12/2022,14/12/2025,36,SEAD - 19.0001,04.095.869/0001-18 - NETMAKE SOLUÇÕES EM INFORMÁTICA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"43.675,20",4.316 CONTRATOS,"7.765.015.650,79"
0103/2022,26.000.000516.2022 ,15/12/2022,15/12/2023,12,SEDS - 26.0001,24.560.161/0001-06 - CENTRO DE TECNOLOGIA EM GESTÃO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"216.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0104/2022,31.205.012394.2022,14/12/2022,31/12/2022,0,SUDEMA - 34.0101,28.687.889/0001-46 - PEDRO AUGUSTO OLIVEIRA DE VASCONCELOS ME,LOCAÇÃO DE BENS MÓVEIS,"13.499,98",4.316 CONTRATOS,"7.765.015.650,79"
0119/2022,26.201.008939.2022,15/12/2022,13/12/2023,12,DETRAN - 26.0101,03.530.286/0001-05 - CENTRO DE FORMAÇÃO DE CONDUTORES AB SÃO CRISTOVÃO LTDA,SERVIÇO ESPECIALIZADO,"70.183,34",4.316 CONTRATOS,"7.765.015.650,79"
0122/2022,26.201.009378.2022,15/12/2022,14/12/2023,12,DETRAN - 26.0101,03.184.297/0001-80 -  CENTRO DE FORMAÇÃO DE CONDUTORES CRUZ DA MENINA ,SERVIÇO ESPECIALIZADO,"95.486,80",4.316 CONTRATOS,"7.765.015.650,79"
0196/2022,25.215.000043.2022,15/12/2022,31/12/2022,0,HEETSHL - 25.1501,09.074.443/0001-00 - MSA COMÉRCIODE PRODUTOS MÉDICOS E HOSPITALARES LTDA,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"15.762,51",4.316 CONTRATOS,"7.765.015.650,79"
0197/2022,25.215.000043.2022,15/12/2022,31/12/2022,0,HEETSHL - 25.1501,06.948.769/0001-12 - TECNOCENTER MATERIAIS MÉDICOS HOSPITALARES LTDA,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"7.653,26",4.316 CONTRATOS,"7.765.015.650,79"
0204/2022,25.215.000085.2022,15/12/2022,31/12/2022,0,HEETSHL - 25.1501,02.368.789/0001-63 - INDUSTRIA DE POLPAS NATURAL SABOR EIRELI,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"35.120,00",4.316 CONTRATOS,"7.765.015.650,79"
0206/2022,19.000.005793.2020,15/12/2022,31/12/2022,0,HEETSHL - 25.1501,08.958.628/0002-97 - ONCOEXO DIST. DE MEDICAMENTOS LTDA,MEDICAMENTOS,"2.550,00",4.316 CONTRATOS,"7.765.015.650,79"
028//2022,25.000.012330.2022,15/12/2022,13/06/2023,6,SES - 25.0001,18.476.349/0001-60 - GP TRADE COMPANY ELETRONICOS IMPORTAÇÃO,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"9.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0873/2022,19.000.014653.2022,15/12/2022,15/03/2023,3,SEDH - 27.0001,07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES - EPP,GÊNEROS ALIMENTÍCIOS,"5.000.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0015/2022,19.000.010622.2021,13/12/2022,31/12/2022,0,PBPREV - 09.0101,10.918.347/0001-71 - DIAGRAMA TECNOLOGIA EIRELI,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"33.184,00",4.316 CONTRATOS,"7.765.015.650,79"
0025/2022,,12/12/2022,12/06/2024,18,PCOOPERAR - 28.0001,48.723.238/0001-71 - CONSORCIO PARAIBA MELHOR,OUTRAS OBRAS ESPECÍFICAS,"2.456.944,00",4.316 CONTRATOS,"7.765.015.650,79"
0033/2022,,12/12/2022,31/12/2022,0,SEFAZ - 20.0001,30.088.923/0001-08 - CLEAR TECNOLOGIA DA INFORMAÇÃO LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"1.178.120,00",4.316 CONTRATOS,"7.765.015.650,79"
0034/2022,,13/12/2022,31/12/2022,0,SEFAZ - 20.0001,07.880.897/0002-15 - SUPORTE INFORMÁTICA SOLUÇÕES LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"813.180,00",4.316 CONTRATOS,"7.765.015.650,79"
0035/2022,23.901.000081.2022,13/12/2022,31/12/2022,0,FUNESBOM - 57.0001 ,08.566.739/0001-77 - ELETROFERRAGENS COMÉRCIO DE FERRAGENS LTDA,EQUIPAMENTOS,"20.592,80",4.316 CONTRATOS,"7.765.015.650,79"
0041/2022,252060005432022,13/12/2022,13/05/2023,5,CPAM - 25.0601,11.426.166/0001-90 - DIAGFARMA COM. E SERV. DE PROD. HOSPITALARES E LABORATORIAIS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"579.958,26",4.316 CONTRATOS,"7.765.015.650,79"
0045/2022,24.000.006474.2022,13/12/2022,31/12/2022,0,SEAP - 24.0001,35.104.506/0001-25 - MOURA DISTRIBUIDORA LTDA,MATERIAL DE LIMPEZA E EMBALAGEM,"29.365,00",4.316 CONTRATOS,"7.765.015.650,79"
0130/2022,26.201.010578.2022,12/12/2022,12/12/2023,12,DETRAN - 26.0101,14.731.265/0001-74 - ANA KAROLINA NUNES E SILVA - CENTRO DE FORMAÇÃO DE CONDUTORE - NUNES,OUTROS SERVIÇOS ESPECIALIZADOS,"88.399,20",4.316 CONTRATOS,"7.765.015.650,79"
0427/2022,25.000.009815.2022,12/12/2022,31/12/2022,0,SES - 25.0001,07.484.373/0001-24 - UNI HOSPITALAR LTDA,MEDICAMENTOS,"1.921.874,64",4.316 CONTRATOS,"7.765.015.650,79"
0428/2022,25.000.003254.2022,12/12/2022,10/06/2023,6,SES - 25.0001,09.545.520/0001-54 - COMPACTO CONSTRUÇÕES E SERVIÇOS EIRELI - ME,SERVIÇO ESPECIALIZADO,"253.924,10",4.316 CONTRATOS,"7.765.015.650,79"
0770/2022,19.000.000752.2021,12/12/2022,26/11/2023,11,SEDH - 27.0001,"16.631.594/0001-79 - DROPS BUFFET, EVENTOS E ESCOLA GASTRONÔMICA EIRELI",FORNECIMENTO DE REFEIÇÕES,"18.893,90",4.316 CONTRATOS,"7.765.015.650,79"
0810/2022,19.000.006464.2021,12/12/2022,21/03/2023,3,SEDH - 27.0001,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,MATERIAL PERMANENTE,"254.317,00",4.316 CONTRATOS,"7.765.015.650,79"
0823/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,01.890.471/0001-85 - ASSOCIAÇÃO DOS PRODUTORES RURAIS DAS COMUNIDADES DE CAPITÃO MOR,GÊNEROS ALIMENTÍCIOS,"405.466,60",4.316 CONTRATOS,"7.765.015.650,79"
0824/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,02.665.044/0001-66 - ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE ZABELÊ - ACCOZA,GÊNEROS ALIMENTÍCIOS,"991.478,95",4.316 CONTRATOS,"7.765.015.650,79"
0825/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,04.739.899/0001-10 - CONDOMINIO AGROINDUSTRRIAL DE AMPARO,GÊNEROS ALIMENTÍCIOS,"1.425.223,80",4.316 CONTRATOS,"7.765.015.650,79"
0826/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,04.592.262/0001-43 - ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DA PRATA,GÊNEROS ALIMENTÍCIOS,"899.248,35",4.316 CONTRATOS,"7.765.015.650,79"
0827/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,08.855.043/0001-60 - CAPRIBOM COOPERATIVA DOS PRODUTORES  RURAIS DE MONTEIRO LTDA,GÊNEROS ALIMENTÍCIOS,"3.022.727,40",4.316 CONTRATOS,"7.765.015.650,79"
0828/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,02.554.122/0001-55 - ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE CABACEIRAS - ASCOMCAB,GÊNEROS ALIMENTÍCIOS,"1.965.555,90",4.316 CONTRATOS,"7.765.015.650,79"
0829/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,05.789.629/0001-86 - LUCIVAN ELIAS ROCHA LTDA,GÊNEROS ALIMENTÍCIOS,"1.159.405,25",4.316 CONTRATOS,"7.765.015.650,79"
0830/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,07.067.013/0001-27 - ÃSSOCIAÇÃO GESTORA DA USINA DE BENEFICIAMENTO DE LACTEOS - AGUBEL,GÊNEROS ALIMENTÍCIOS,"1.089.365,20",4.316 CONTRATOS,"7.765.015.650,79"
0011/2022,19.901.000994.2022,06/12/2022,31/12/2022,0,FDRH - 49.0001,30.248.766/0001-50 - DUNAS ASSESSORIA E CONSULTORIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA JURÍDICA,"31.662,00",4.316 CONTRATOS,"7.765.015.650,79"
0012/2022,,06/12/2022,06/12/2023,12,CCG - 09.0001,07.340.993/0001-90 - WEBTRIP AGENCIA DE VIAGENS E TURISMO EIRELI,OUTROS SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO,"375.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0021/2022,07.000.000495.2022 ,07/12/2022,07/12/2023,12,SEJEL - 07.0001,92.559.830/0001-71 - GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS,OUTROS SERVIÇOS ESPECIALIZADOS,"268.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0032/2022,20.000.2827873.2022,07/12/2022,06/12/2025,36,SEFAZ - 20.0001,10.671.030/0001-83 - PLANUS CONSULTORES ASSOCIADOS LTDA-EPP,SERVIÇO ESPECIALIZADO,"186.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0037/2022,23.901.000097.2022,09/12/2022,31/12/2022,0,FUNESBOM - 57.0001 ,07.764.000/0001-07 - AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA,AQUISIÇÃO DE SEMOVENTES,"34.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0038/2022,19.000.012662.2022,07/12/2022,07/12/2023,12,SEMDH - 10.0001,92.559.830/0013-05 - GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS,SERVIÇO ESPECIALIZADO,"369.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0041/2022,38.000.000275.2022,07/12/2022,07/12/2025,36,PC - 38.0001,05.757.597/0002-18 - TECHBIZ FORENSE DIGITAL LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"379.760,90",4.316 CONTRATOS,"7.765.015.650,79"
0046/2022,19.000.000682.2021,07/12/2022,31/12/2022,0,SEAP - 24.0001,19.918.905/0001-73 - THOMAS JOSÉ BELTRÃO DE ARAÚJO ALBUQUERQUE ME,AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"21.195,00",4.316 CONTRATOS,"7.765.015.650,79"
0050/2022, 21.201.000748.2022,09/12/2022,31/05/2023,5,CINEP - 21.0101,92.559.830/0001-71 - GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS ,SERVIÇOS,"408.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0052/2022,38.000.000247.2022,08/12/2022,11/02/2023,2,PC - 38.0001,11.982.113/0010-47 - MIRANDA COMPUTAÇÃO E COMÉRCIO LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"24.995,00",4.316 CONTRATOS,"7.765.015.650,79"
0057/2022,19.000.002875.2020,07/12/2022,07/12/2023,12,FUNDAC - 27.0101,07.631.411/0001-24 - MJ COMÉRCIO DE MÓVEIS EIRELLI,MATERIAL DE CONSUMO,"9.230,80",4.316 CONTRATOS,"7.765.015.650,79"
0083/2022,31.205.003287.2022,09/12/2022,31/12/2022,0,SUDEMA - 34.0101,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S.A - EPC,SERVIÇO ESPECIALIZADO,"22.640,00",4.316 CONTRATOS,"7.765.015.650,79"
0134/2022,26.201.006428.2022,07/12/2022,06/12/2027,60,DETRAN - 26.0101,930.343.854-04 - IONE DALVA DE OLIVEIRA BARBOSA,LOCAÇÃO DE BENS IMÓVEIS,"37.740,00",4.316 CONTRATOS,"7.765.015.650,79"
0136/2022,26.201.010987.2022,07/12/2022,07/12/2023,12,DETRAN - 26.0101,23.482.684/0001-00 - CEPE - CENTRO DE PSICOLOGIA ESPECIALIZADA LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"36.519,12",4.316 CONTRATOS,"7.765.015.650,79"
0138/2022,26.201.010357.2022,07/12/2022,06/12/2023,12,DETRAN - 26.0101,02.872.603/0001-09 - CENTRO DE FORMAÇÃO DE CONDUTORES SANTA TEREZINHA LTDA,SERVIÇO ESPECIALIZADO,"46.586,77",4.316 CONTRATOS,"7.765.015.650,79"
0425/2022,25.000.000655.2022,07/12/2022,05/12/2023,12,SES - 25.0001,07.870.719/0001-22 - EXA ENGENHARIA LTDA ME,OBRAS ESPECÍFICAS,"385.271,12",4.316 CONTRATOS,"7.765.015.650,79"
0426/2022,25.000.000071.2022,07/12/2022,31/12/2023,12,SES - 25.0001,12.727.476/0001-08 - S&A EVENTOS EIRELI SA,SERVIÇOS,"2.194.569,75",4.316 CONTRATOS,"7.765.015.650,79"
0790/2022,27.000.002484.2022,07/12/2022,07/02/2023,2,SEDH - 27.0001,"04.829.970/0001-55 - ARAÚJO PRODUÇÕES, LOCAÇÕES E EVENTOS LTDA",SERVIÇO ESPECIALIZADO,"19.680,00",4.316 CONTRATOS,"7.765.015.650,79"
0831/2022,27.000.000000.2022,12/12/2022,31/12/2023,12,SEDH - 27.0001,05.985.476/0001-42 - COOPERATIVA DOS PRODUTORES DE LEITE E DERIVADOS DE CATOLÉ DO ROCHA,GÊNEROS ALIMENTÍCIOS,"1.778.484,40",4.316 CONTRATOS,"7.765.015.650,79"
0836/2022,19.000.000682.2021,12/12/2022,31/12/2022,0,SEDH - 27.0001,00.171.258/0001-50 - EXCELLENCE COMERCIAL LTDA,MATERIAL PERMANENTE,"49.950,00",4.316 CONTRATOS,"7.765.015.650,79"
0014/2022,09.201.009041.2022,06/12/2022,05/12/2023,12,PBPREV - 09.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"122.731,20",4.316 CONTRATOS,"7.765.015.650,79"
0034/2022,19.204.001118.2022,05/12/2022,05/12/2023,12,CODATA - 19.0401,00.191.027/0001-09 - FACILIT TECNOLOGIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"732.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0041/2022,19.000.004219.2021,06/12/2022,31/12/2022,0,SEMDH - 10.0001,30.397.976/0001-00 - LL COMÉRCIO DE ALIMENTOS EIRELI,GÊNEROS ALIMENTÍCIOS,"42.806,30",4.316 CONTRATOS,"7.765.015.650,79"
0043/2022,15.201.000437.2022,06/12/2022,31/12/2022,0,IHGER - 15.0101,46.462.463/0001-76 - COMERCIAL F.A,PRODUTOS PARA VESTUÁRIO E CALÇADO,"35.190,00",4.316 CONTRATOS,"7.765.015.650,79"
0044/2022,15.201.000437.2022,06/12/2022,31/12/2022,0,IHGER - 15.0101,22.226.670/0001-63 - R.L COMÉRCIO VAREJISTA DE MULTI UTILIDADES LTDA,PRODUTOS PARA VESTUÁRIO E CALÇADO,"24.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0085/2022,31.202.001661.2022,05/12/2022,31/08/2023,8,SUPLAN - 31.0201,19.812.131/0001-00 - AÇÃO ENGENHARIA E TERRAPLANAGEM LTDA ,OBRAS,"808.880,56",4.316 CONTRATOS,"7.765.015.650,79"
0090/2022,31.205.011277.2022,06/12/2022,31/12/2022,0,SUDEMA - 34.0101,41.570.283/0001-94 - SD COMERCIO DE ARTIGOS DE BRINDES E SERVIÇOS GRÁFICOS LTDA.,MATERIAL DE CONSUMO,"16.891,00",4.316 CONTRATOS,"7.765.015.650,79"
0095/2022,26.000.010062.2022,05/12/2022,31/12/2022,0,SEDS - 26.0001,71.256.283/0001-85 - KONICA MINOLTA HEALTHCARE DO BRASIL COMÉRCIO DE EQUIPAMENTOS MÉDICOS,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"406.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0096/2022,26.000.000775.2022,05/12/2022,31/12/2022,0,SEDS - 26.0001,03.711.334/0001-61 - AGAEFE INDÚSTRIA DE EQUIPAMENTOS EIRELI,AQUISIÇÃO DE TECIDOS,"53.090,00",4.316 CONTRATOS,"7.765.015.650,79"
0097/2022,26.000.000608.2021,05/12/2022,31/12/2022,0,SEDS - 26.0001,46.040.802/0001-26 - DEREK HAGEN BANDAEIRA DE LIMA TORRES,AQUISIÇÃO DE COLCHÕES,"42.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0098/2022,26.000.006346.2021,05/12/2022,31/12/2022,0,SEDS - 26.0001,04.372.852/0001-60 - W.E.V COMERCIAL LTDA,OUTROS MATERIAIS ECOLARES/ESPORTIVOS/PATRULHAMENTOS,"22.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0099/2022,26.000.006346.2021,06/12/2022,31/12/2022,0,SEDS - 26.0001,11.502.318/0001-97 - CARVALHO MIRANDA EMPREENDIMENTOS EIRELI,MATERIAL ESCOLAR/ESPORTIVO/PATRULHAMENTO,"10.457,16",4.316 CONTRATOS,"7.765.015.650,79"
0118/2022,26.201.010515.2022,06/12/2022,05/12/2023,12,DETRAN - 26.0101,01.860.395/0001-65 - MARILENE BEZERRA DE ALMEIDA (CENTRO DE FORMAÇÃO DE CONDUTORES LIDERANÇA),SERVIÇO ESPECIALIZADO,"76.297,73",4.316 CONTRATOS,"7.765.015.650,79"
0132/2022,25.205.012334.2022,06/12/2022,31/12/2022,0,CHCF - 25.0501 ,38.320.250/0001-81 - A J ALVES DIAS,MATERIAL DE CONSUMO,"14.022,50",4.316 CONTRATOS,"7.765.015.650,79"
0136/2022,25.205.012343.2022,06/12/2022,05/12/2023,12,CHCF - 25.0501 ,12.929.519/0001-38 - SERVPROL SERVIÇOS E COMÉRCIO DE PRODUTOS MÉDICOS LTDA,SERVIÇOS,"64.260,00",4.316 CONTRATOS,"7.765.015.650,79"
0185/2022,25.215.000054.2022,06/12/2022,31/12/2022,0,HEETSHL - 25.1501,03.246.587/0001-01 - SUFRAMED COMÉRCIO DE MATERIAL MÉDICO HOSPITALAR LTDA,MATERIAL MÉDICO-HOSPITALAR,"1.060,56",4.316 CONTRATOS,"7.765.015.650,79"
0200/2022,25.215.000100.2022,06/12/2022,31/12/2022,0,HEETSHL - 25.1501,22.465.640/0001-00 - MJ COMÉRCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"1.155,00",4.316 CONTRATOS,"7.765.015.650,79"
